title,topicDistribution,dominant_topic
政治與政策,"[0.0012972668339810058,0.8724452757565527,0.08232271991307871,0.042582979684153685,0.001351757812233872]",1
國際,"[0.0008119817331866257,0.9965978001045909,0.0008571190612246832,0.0008888867698502054,0.0008442123311476699]",1
國際,"[0.000850502893501073,0.9964381883539438,0.0008958864154439505,0.0009321550884760348,0.0008832672486351406]",1
國際,"[0.0013497837546461056,0.7365497829986526,0.2592175206703623,0.0014817008808271127,0.0014012116955119615]",1
生活,"[0.00046546424739551495,0.0005745634768081658,0.660593129726575,0.07218253260945295,0.2661843099397683]",2
生活,"[0.00044547791947464286,0.0005497518530775144,0.19075476521285856,0.0004910907779527832,0.8077589142366365]",4
政治與政策,"[0.39970150345803707,0.21583952336533888,0.2729417066708135,0.0011081152961897993,0.11040915120962065]",0
國際,"[0.00043352925696020674,0.6324793941983127,0.2679080288721236,0.00047416090324018843,0.09870488676936326]",1
生活,"[0.0007278624538793862,0.4380911622753178,0.5596283090422514,0.0007975910524602243,0.0007550751760912775]",2
生活,"[0.0003105934426231097,0.1895786010549309,0.7042517400691912,0.0003418333863642926,0.10551723204689048]",2
健康,"[0.001543595921973416,0.6650095724491653,0.001621345934024872,0.3302259403545809,0.0015995453402554384]",1
國際,"[0.0005601924852720448,0.9314703320315132,0.0005897002177456169,0.0006131416144643913,0.06676663365100446]",1
政治與政策,"[0.0005909988405986565,0.0007336226380384676,0.997409663255009,0.0006502974353919875,0.0006154178309617682]",2
健康,"[0.09003953314988408,0.20375470671558008,0.0019001866205901603,0.7024386836328966,0.0018668898810490987]",3
生活,"[0.0013313343188465904,0.22926140253248067,0.7665765788940297,0.0014521439650870237,0.0013785402895560447]",2
生活,"[0.0012035370442168426,0.2583454092626045,0.35170887176749377,0.0013163267741201931,0.38742585515156464]",4
國際,"[0.0009811627674682314,0.9958904382299864,0.0010371555438243789,0.0010738727723595546,0.0010173706863616473]",1
政治與政策,"[0.182867392288049,0.4025786247384129,0.41305525411170635,0.000769352061967315,0.0007293767998644256]",2
國際,"[0.0006324188154151149,0.9973503725297288,0.0006653693325875814,0.0006944428375793746,0.0006573964846891397]",1
國際,"[0.001102530947794677,0.9953846133781417,0.0011600463563523422,0.0012073035142750547,0.0011455058034362344]",1
國際,"[0.0010069836102243566,0.9957922504263274,0.0010581670216804786,0.0010992651907079456,0.0010433337510599087]",1
政治與政策,"[0.0034847020066306033,0.9855042099880348,0.0036573120338105063,0.003767793512660911,0.0035859824588629703]",1
國際,"[0.0010311348343627932,0.9956796913527541,0.001084657392425663,0.0011320762862083314,0.001072440134249166]",1
國際,"[0.0006710727670104467,0.8442254323730698,0.15367071554073256,0.0007377574164170515,0.0006950219027702568]",1
健康,"[0.0005775287723272498,0.0007089499237426954,0.0006079426836273239,0.9596292590240492,0.038476319596253514]",3
國際,"[0.20536380348067595,0.7928923703541759,0.0005762078160831652,0.0005999359013661567,0.0005676824476988245]",1
政治與政策,"[0.11778471841224276,0.762269477644481,0.11941743344958261,0.00027089926030050116,0.0002574712333931473]",1
環境能源,"[0.22612111764522227,0.0005061515062108881,0.3517614452739828,0.0004473362554049088,0.42116394931917916]",4
國際,"[0.0010123918681906939,0.9957591215336111,0.0010660110963425357,0.001107016749721638,0.0010554587521340176]",1
國際,"[0.0015602481538087214,0.993461949651287,0.0016516582127998182,0.0017094014234899225,0.001616742558614487]",1
生活,"[0.0012900971090902857,0.5350751043785609,0.46088795161324625,0.0014080250155788809,0.001338821883523657]",1
健康,"[0.0004892801280632636,0.07583882280162459,0.0005178607900012692,0.7622621976812605,0.16089183859905032]",3
國際,"[0.001001140112580721,0.9957962750422807,0.001056318795237667,0.0011038122892732829,0.0010424537606276455]",1
國際,"[0.0011554658820334524,0.995154017026908,0.0012162886832912377,0.0012670356819008152,0.0012071927258664114]",1
國際,"[0.0005078370654621104,0.41903028685366006,0.0005333822277598177,0.09339938480773817,0.4865291090453799]",4
國際,"[0.025792581218744403,0.9721700275806904,0.0006745845414746732,0.0007001751245375418,0.0006626315345528791]",1
科學研究,"[0.0002911652768454828,0.2460421617046996,0.0003060709209510343,0.00031998949583834636,0.7530406126016655]",4
健康,"[0.0004179691621060059,0.0005209724628342428,0.00043971937427175035,0.7513639240529142,0.24725741494787382]",3
生活,"[0.0009887816742971645,0.8050786418804731,0.0010389251072657002,0.0010895029687246385,0.1918041483692395]",1
國際,"[0.0004542932415742956,0.9980953903963282,0.00048078399984766905,0.0004976042895283091,0.0004719280727214651]",1
政治與政策,"[0.0005299400559845699,0.7198255901422764,0.2785127067974214,0.0005811592177140278,0.000550603786603451]",1
環境能源,"[0.0004725165611409584,0.0005812687905950933,0.0004977990979472568,0.000518073202368831,0.9979303423479479]",4
國際,"[0.0006697625552865827,0.9971955906742839,0.0007041788048476993,0.0007357083475823133,0.0006947596179996252]",1
國際,"[0.0005471858091017605,0.9977085076353012,0.0005755101346753496,0.0005996257773989358,0.0005691706435226076]",1
政治與政策,"[0.5664143820569302,0.09637371676986241,0.3364421840048697,0.0003959594599422923,0.0003737577083953252]",0
生活,"[0.0007840460438020171,0.5803004413657817,0.0008249360245374673,0.11267017321769957,0.30542040334817916]",1
生活,"[0.2728970211253049,0.4178346528237664,0.00036991456503947603,0.1122547017975695,0.19664370968831957]",1
國際,"[0.1227583031119375,0.4229681751304117,0.4535156328586067,0.0003891154635145919,0.0003687734355296405]",2
政治與政策,"[0.00048627396930741223,0.5653885972972557,0.4330878329180077,0.0005331528151159842,0.0005041430003133367]",1
生活,"[0.7757292490904308,0.0005608569785440425,0.0004785154599384183,0.0004977272523752261,0.2227336512187114]",0
科技資安,"[0.0007714251233723329,0.9967709859583824,0.0008134545974463599,0.0008440279766596987,0.0008001063441393799]",1
環境能源,"[0.27656077628551207,0.2916452526000409,0.00038346499082333985,0.0003994631499180719,0.4310110429737055]",4
環境能源,"[0.0010657523824164836,0.7856772153898516,0.08897335468348255,0.0011731303385217606,0.12311054720572764]",1
國際,"[0.00043752101180100913,0.8937566356813718,0.10486989493515293,0.00047986874283968613,0.00045607962883467213]",1
國際,"[0.007390187522228009,0.969095331493209,0.007781363674831142,0.008070671584184032,0.007662445725547596]",1
生活,"[0.0012117325144765188,0.994915560652333,0.0012785030719415925,0.0013303690583887386,0.0012638347028600379]",1
政治與政策,"[0.0005667609008016852,0.9976317026151957,0.0005964624047705455,0.0006186579005840951,0.0005864161786480205]",1
國際,"[0.0011660194109096042,0.9951029458973206,0.0012331539587774382,0.001284720823958381,0.001213159909033911]",1
國際,"[0.000838298708632643,0.9964887024576693,0.0008833756571866541,0.0009193837852623589,0.0008702393912490447]",1
政治與政策,"[0.2501784326629361,0.0007584155784596541,0.7477480963025738,0.0006759444050160294,0.0006391110510144686]",2
健康,"[0.004641993185979021,0.005727141323243216,0.004884531365227974,0.9799002458952405,0.00484608823030936]",3
政治與政策,"[0.0006376630666453136,0.9235380784838364,0.0006708397323138954,0.07449154974619271,0.0006618689710117691]",1
國際,"[0.0004933381758738933,0.6942294608656824,0.3042211680834967,0.000541106193565507,0.0005149266813814717]",1
生活,"[0.7209872504181746,0.08188974922933376,0.11123500116979534,0.0004446024417454397,0.0854433967409508]",0
環境能源,"[0.0009354223630006279,0.3294130272558489,0.24408451479822685,0.0010275656298544449,0.4245394699530692]",4
政治與政策,"[0.11546823852185167,0.8118474901317041,0.0708193922538758,0.0009585732444704024,0.0009063058480982316]",1
國際,"[0.0005823581350312886,0.9975597079892432,0.0006139707029053632,0.0006382267758007895,0.0006057363970192963]",1
國際,"[0.0006255193814314275,0.9775414569797777,0.0006581882509824615,0.000685523351226922,0.020489312036581653]",1
健康,"[0.0004515724571238139,0.08699158166987042,0.0004744302938511511,0.9116130277478176,0.0004693878313370716]",3
科技資安,"[0.0009533904425237945,0.9960074494222811,0.0010101334892942545,0.0010420849897393798,0.0009869416561615618]",1
國際,"[0.0004957805665250153,0.6964066105740009,0.30203911318274274,0.0005453090329206054,0.000513186643810909]",1
國際,"[0.0016357027425694416,0.8108005577814568,0.18406685907842968,0.0017916988236083941,0.0017051815739356788]",1
政治與政策,"[0.0010392318263340034,0.20060741738043214,0.7961390803302273,0.0011361813512623037,0.00107808911174421]",2
健康,"[0.0004332443137893413,0.0005355387731506693,0.00045573330296122034,0.6249469338866517,0.37362854972344706]",3
國際,"[0.0011249561745423511,0.9412238140444027,0.0011882699525119203,0.0012324761516993368,0.055230483676843675]",1
生活,"[0.0009009104276358097,0.9267830816736901,0.07039346051161428,0.0009864729863422069,0.0009360744007175371]",1
國際,"[0.18997644714600284,0.18021818364247763,0.0002080622587886744,0.5188924170014005,0.1107048899513304]",3
環境能源,"[0.06289813965113095,0.20012932131268107,0.10935889003910275,0.00033194558053777914,0.6272817034165474]",4
科技資安,"[0.0005567911837929869,0.6916955110806025,0.3065597316742665,0.0006090144985761234,0.0005789515627621222]",1
健康,"[0.0006689844783749015,0.0008265061526101568,0.0330084921054154,0.5157000253375249,0.4497959919260747]",3
政治與政策,"[0.13155676620064538,0.39044785247107966,0.43786359303848316,0.0009764551269069521,0.03915533316288507]",2
國際,"[0.000691601471115124,0.9971037510391397,0.0007297753323368144,0.0007569178450167874,0.0007179543123915562]",1
健康,"[0.0004985061405696877,0.0006178507948991863,0.0005253134171468858,0.9463840448404156,0.051974284806968606]",3
生活,"[0.0003673843932634051,0.00045346362143214064,0.0003866748030375649,0.48098436328570987,0.517808113896557]",4
健康,"[0.0003624542062619295,0.0004437215682048718,0.00038029161908108094,0.9984380030439961,0.00037552956245607405]",3
政治與政策,"[0.3496784009509948,0.04578918481348516,0.603932503011338,0.00030838412124716436,0.0002915271029347904]",2
國際,"[0.0011115804507781737,0.9953475684847101,0.0011720068962212055,0.0012175655867201858,0.001151278581570379]",1
生活,"[0.000988192412972146,0.16620845348076488,0.0010399366883486617,0.7347353280675392,0.0970280893503751]",3
健康,"[0.0007774247535522103,0.0009489959162333756,0.0008166480250874926,0.000858751603746633,0.9965981797013803]",4
國際,"[0.0005730253834235207,0.9975965461447521,0.0006042958801081972,0.0006297618765446122,0.0005963707151713859]",1
健康,"[0.0010294651333277714,0.8098463453659936,0.0010838259303333805,0.18697261134729154,0.0010677522230533713]",1
政治與政策,"[0.0005607262858571786,0.12384131355392923,0.44564385296934084,0.13113938355749893,0.29881472363337375]",2
科學研究,"[0.00034986689256568277,0.7457687084252286,0.0003681007074853543,0.0003836766848727784,0.2531296472898476]",1
生活,"[0.0006874910623495623,0.0008489042503503722,0.09870797676100083,0.6432970544198301,0.2564585735064691]",3
生活,"[0.0006413398591791623,0.9973160726468708,0.0006763023176712929,0.0007020735093579373,0.0006642116669208275]",1
科技資安,"[0.0004793426995871951,0.997989081084114,0.0005058872388102064,0.0005283020172658525,0.0004973869602227403]",1
國際,"[0.0008810635982639004,0.9963073467554117,0.000926720167948246,0.0009691373295353271,0.0009157321488407844]",1
國際,"[0.0006596769001259612,0.6251196080801732,0.12907923456007217,0.17573121240726453,0.06941026805236424]",1
國際,"[0.0007705570449904098,0.972110325237246,0.02547557750734433,0.0008432604337532095,0.0008002797766659804]",1
國際,"[0.0007610281809887963,0.9968134316748475,0.0008032514031184805,0.0008332037586920401,0.0007890849823531992]",1
國際,"[0.001705994483842637,0.30891991655155504,0.5583042716821643,0.1292989160556668,0.0017709012267712165]",2
科技資安,"[0.0003996429146924785,0.7957986092594141,0.00042057641912443777,0.20296603650338493,0.0004151349033839585]",1
國際,"[0.0013971884175943972,0.9941592356698554,0.00146920792884879,0.0015261290355438983,0.0014482389481575923]",1
環境能源,"[0.10805220280926334,0.0015562317153052887,0.18723354844146747,0.0013850908398897435,0.7017729261940743]",4
政治與政策,"[0.0019957251852405827,0.9916419242549348,0.002107254421173397,0.002183261185865045,0.0020718349527862707]",1
健康,"[0.00041080351434449934,0.0005057253797745233,0.000432359096305066,0.9982249557624495,0.00042615624712637716]",3
生活,"[0.00042871016888655064,0.4867068565815446,0.1325519490360738,0.0004698337308284935,0.3798426504826665]",1
健康,"[0.0005508210724215151,0.14919040819117171,0.0005800176676681848,0.8086149915201517,0.04106376154858682]",3
政治與政策,"[0.0009164754348818784,0.0011186267676414753,0.9960172587488717,0.0010007050830324637,0.0009469339655723933]",2
科技資安,"[0.21935891305642355,0.6502121959610865,0.09246774073612853,0.0002000380903854841,0.03776111215597594]",1
科技資安,"[0.11187378135534733,0.6330363775661063,0.2538078110644886,0.0006580529886478014,0.000623977025409912]",1
生活,"[0.0009296225536170367,0.08107130047530636,0.8608211908308739,0.0010144204543909947,0.05616346568581173]",2
政治與政策,"[0.4303967662047822,0.07142880297605839,0.49775902959187146,0.00021352674600261668,0.00020187448128534055]",2
生活,"[0.0004566941203849658,0.0005590767716140544,0.99801285612014,0.0004984662542222729,0.000472906733638585]",2
科技資安,"[0.0007353158844027819,0.9969209117499847,0.0007744822018816352,0.0008063090958837963,0.0007629810678470918]",1
生活,"[0.001542196293505325,0.9122136882320718,0.08294964478480234,0.0016881057789184608,0.0016063649107020566]",1
政治與政策,"[0.10318507398015922,0.5459917442252309,0.34698246103154895,0.0019720911635983545,0.0018686295994624898]",1
生活,"[0.27314360479988964,0.001977234230307108,0.7214520674332331,0.0017589994180078803,0.0016680941185621705]",2
政治與政策,"[0.0007997156575591625,0.9966598907478016,0.0008394247727419996,0.000872299483374282,0.0008286693385230221]",1
科技資安,"[0.0005083519461037121,0.6261568332042612,0.3722503882774874,0.0005570667907085754,0.0005273597814391683]",1
政治與政策,"[0.0006472848325987565,0.17912050008733327,0.4565396309391042,0.0007068282688767834,0.36298575587208703]",2
政治與政策,"[0.0003634582370810886,0.15175841773160778,0.7469476241631333,0.00039835296036466034,0.10053214690781327]",2
國際,"[0.0003606983767056413,0.6014684981391407,0.2034903187551282,0.00039595828418484966,0.19428452644484062]",1
政治與政策,"[0.6497120727281015,0.0009103931472484874,0.3478011451826496,0.0008102739268986955,0.0007661150151017972]",0
國際,"[0.0006522072426883635,0.9459552400906219,0.05200071062454035,0.0007137932885398834,0.0006780487536093196]",1
國際,"[0.000679133946392848,0.7987982613470528,0.19907098424048078,0.0007466956664305059,0.0007049247996430855]",1
國際,"[0.16288829893434237,0.430820647749268,0.0006886891145206328,0.0007182288214568672,0.4048841353804122]",1
健康,"[0.22547133637182704,0.00036694230099502674,0.000315186938452074,0.44785732535202516,0.3259892090367008]",3
